exchange,symbol,timestamp,local_timestamp,is_snapshot,side,price,amount
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.38,0.398
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.4,0.014
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.41,2.039
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.44,0.019
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.45,41.002
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.46,0.05
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.47,16.367
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.49,2.23
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.51,0.062
binance-futures,ETHUSDC,1725148800039000,1725148802037914,true,ask,2513.53,6.771
